"row ID","ID","DemAffl","DemAge","DemCluster","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy","TargetAmt"
"Row21564","0051183851",10.0,74.0,"23","C","F","Midlands","Wales & West","Gold",12107.64,12.0,1.0,1.0
"Row21565","0051184874",8.0,62.0,"22","C","F","North","N West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21566","0051186907",14.0,61.0,"27","D","F","South East","London","Gold",20000.0,4.0,0.0,0.0
"Row21567","0051192974",12.0,72.0,"24","C","M","Midlands","Wales & West","Tin",0.009999999999999998,7.0,1.0,1.0
"Row21568","0051197100",9.0,,"53","F","F","Midlands","Midlands","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21569","0051202651",10.0,69.0,"37","E","M","Midlands","Midlands","Gold",6053.349999999999,6.0,0.0,0.0
"Row21570","0051203658",11.0,52.0,"53","F","F","North","Yorkshire","Gold",6000.0,1.0,1.0,1.0
"Row21571","0051205189",5.0,70.0,"18","C","M","South East","S & S East","Gold",6000.0,1.0,0.0,0.0
"Row21572","0051206690",7.0,31.0,"37","E","M","South East","S & S East","Silver",500.0,9.0,1.0,1.0
"Row21573","0051211294",11.0,50.0,"55","U","F","Midlands","Midlands","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21574","0051212843",14.0,32.0,"48","F","F","Midlands","Midlands","Tin",0.009999999999999998,8.0,1.0,2.0
"Row21575","0051214870",3.0,74.0,"32","D",,"North","N West","Gold",6053.349999999999,5.0,0.0,0.0
"Row21576","0051216954",8.0,35.0,"51","F",,"North","N East","Silver",500.0,8.0,0.0,0.0
"Row21577","0051217454",7.0,70.0,"03","A","M","South East","London","Gold",12000.0,10.0,0.0,0.0
"Row21578","0051219465",10.0,44.0,"17","C","F","North","N West","Silver",1000.0,8.0,0.0,0.0
"Row21579","0051219988",7.0,,"17","C","F",,,"Gold",6000.0,11.0,0.0,0.0
"Row21580","0051220480",8.0,43.0,"08","B","F","South East","S & S East","Silver",500.0,11.0,1.0,1.0
"Row21581","0051226194",,71.0,"22","C","F","North","N West","Silver",1250.0,6.0,0.0,0.0
"Row21582","0051227212",17.0,61.0,"52","F","F","Midlands","Midlands","Tin",0.009999999999999998,8.0,1.0,1.0
"Row21583","0051230272",7.0,68.0,"17","C",,"South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21584","0051237447",7.0,48.0,"33","D","F","North","N West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21585","0051237943",5.0,36.0,"26","C","F","South East","London","Tin",0.009999999999999998,2.0,0.0,0.0
"Row21586","0051239474",5.0,61.0,,,"M","Midlands","Ulster","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21587","0051242068",5.0,62.0,"52","F",,"Scottish","N Scot","Tin",0.009999999999999998,4.0,0.0,0.0
"Row21588","0051246101",10.0,32.0,"12","B","F","Scottish","C Scotland","Silver",3000.0,2.0,1.0,1.0
"Row21589","0051253302",2.0,61.0,"12","B","U","North","N West","Silver",100.0,4.0,0.0,0.0
"Row21590","0051254341",20.0,37.0,"14","B","F","Midlands","East","Silver",3000.0,4.0,1.0,3.0
"Row21591","0051254848",,77.0,"01","A",,"South East","London","Silver",3000.0,4.0,0.0,0.0
"Row21592","0051256352",12.0,73.0,"37","E","F","North","Yorkshire","Silver",4000.0,2.0,1.0,1.0
"Row21593","0051257421",5.0,,"08","B","F","South East","S & S East","Tin",0.009999999999999998,7.0,0.0,0.0
"Row21594","0051258509",8.0,70.0,"46","F","U","North","N West","Silver",50.0,11.0,0.0,0.0
"Row21595","0051261119",9.0,64.0,"07","B","F","South East","London","Silver",1000.0,27.0,0.0,0.0
"Row21596","0051264134",13.0,52.0,"44","E","F","South East","London","Gold",19479.019999999997,3.0,1.0,2.0
"Row21597","0051264630",3.0,51.0,"41","E","F","North","N West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21598","0051265149",8.0,63.0,"13","B",,"South East","S & S East","Tin",0.009999999999999998,7.0,0.0,0.0
"Row21599","0051266161",12.0,53.0,"35","D","M","North","Yorkshire","Silver",2000.0,1.0,0.0,0.0
"Row21600","0051267664",6.0,52.0,"53","F","F","Midlands","East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21601","0051274547",8.0,67.0,"46","F","F","South West","S West","Gold",10000.0,3.0,0.0,0.0
"Row21602","0051275063",7.0,57.0,"53","F",,"Midlands","Wales & West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21603","0051277171",13.0,56.0,"04","A","F","North","N West","Gold",10000.0,3.0,1.0,1.0
"Row21604","0051278720",2.0,71.0,"32","D","M","South East","S & S East","Silver",3000.0,12.0,0.0,0.0
"Row21605","0051286081",10.0,73.0,"06","B",,"South East","S & S East","Silver",1000.0,4.0,0.0,0.0
"Row21606","0051289234",9.0,,"10","B","F","Scottish","C Scotland","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21607","0051289757",8.0,,"19","C","M","North","N East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21608","0051292421",12.0,,"51","F","M","Midlands","Midlands","Platinum",35678.909999999996,12.0,0.0,0.0
"Row21609","0051295102",17.0,51.0,"35","D","F","South West","S West","Silver",3000.0,3.0,1.0,2.0
"Row21610","0051295617",8.0,47.0,"28","D","U","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21611","0051297741",6.0,57.0,"41","E","M","South East","London","Platinum",26065.8,4.0,1.0,1.0
"Row21612","0051298241",7.0,39.0,"35","D","M","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21613","0051299272",9.0,65.0,"09","B","M","South East","London","Gold",9000.0,2.0,0.0,0.0
"Row21614","0051300815",11.0,63.0,"49","F","M","Scottish","Border","Platinum",25000.0,4.0,0.0,0.0
"Row21615","0051303377",8.0,36.0,"51","F","F","Midlands","Wales & West","Silver",1600.0,9.0,1.0,1.0
"Row21616","0051306910",4.0,50.0,"24","C","U","North","N West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21617","0051311515",10.0,40.0,"47","F","F",,,"Tin",0.009999999999999998,4.0,1.0,1.0
"Row21618","0051314638",8.0,,"06","B","U","North","Yorkshire","Gold",12000.0,1.0,0.0,0.0
"Row21619","0051316681",11.0,44.0,,,"M","Midlands","Wales & West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21620","0051317181",9.0,61.0,"37","E","U","South East","S & S East","Gold",12053.349999999999,5.0,0.0,0.0
"Row21621","0051320700",8.0,35.0,"31","D","M","South East","London","Tin",0.009999999999999998,6.0,0.0,0.0
"Row21622","0051323238",,55.0,"10","B","F","Scottish","C Scotland","Silver",2700.0,5.0,0.0,0.0
"Row21623","0051325761",9.0,66.0,"51","F","F","Midlands","Wales & West","Silver",4000.0,2.0,1.0,1.0
"Row21624","0051331443",7.0,54.0,"08","B","M","North","N West","Silver",1000.0,3.0,0.0,0.0
"Row21625","0051331940",6.0,51.0,"04","A","M","South East","London","Gold",12105.32,8.0,0.0,0.0
"Row21626","0051336046",9.0,62.0,"23","C","F","Scottish","N Scot","Silver",5000.0,4.0,0.0,0.0
"Row21627","0051338057",12.0,76.0,"12","B",,"South East","London","Silver",5000.0,5.0,0.0,0.0
"Row21628","0051340612",5.0,67.0,"08","B",,"Midlands","Midlands","Gold",6000.0,2.0,0.0,0.0
"Row21629","0051342615",15.0,53.0,"04","A","F","North","N West","Silver",920.0,13.0,0.0,0.0
"Row21630","0051345614",9.0,64.0,,,"F","Midlands","Wales & West","Silver",1000.0,9.0,0.0,0.0
"Row21631","0051349148",15.0,60.0,"02","A","M","North","N West","Gold",6000.0,5.0,1.0,1.0
"Row21632","0051350170",9.0,68.0,"23","C","M","Midlands","East","Silver",1500.0,6.0,0.0,0.0
"Row21633","0051352831",13.0,38.0,"21","C","F","South East","London","Silver",3000.0,8.0,1.0,1.0
"Row21634","0051353455",3.0,61.0,"35","D","F","Midlands","Wales & West","Gold",7000.0,6.0,0.0,0.0
"Row21635","0051354010",11.0,49.0,"52","F","F","South East","London","Silver",3500.0,8.0,0.0,0.0
"Row21636","0051355032",6.0,,"51","F","F","South East","London","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21637","0051355547",5.0,76.0,"06","B","M","South East","S & S East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21638","0051356047",7.0,34.0,"50","F","F","South East","London","Tin",0.009999999999999998,,0.0,0.0
"Row21639","0051357060",9.0,47.0,"51","F",,"South East","London","Silver",10.2,10.0,0.0,0.0
"Row21640","0051359690",12.0,61.0,"51","F","F","Midlands","Midlands","Gold",6000.0,2.0,1.0,1.0
"Row21641","0051362730",10.0,40.0,"08","B","U","North","N West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21642","0051365798",11.0,36.0,"50","F","F","Scottish","C Scotland","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21643","0051375580",3.0,39.0,"47","F","F","South East","S & S East","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21644","0051376080",4.0,63.0,"32","D","M","Midlands","Wales & West","Silver",1000.0,4.0,0.0,0.0
"Row21645","0051378091",7.0,69.0,"25","C",,"South East","S & S East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21646","0051379640",4.0,43.0,"33","D","M","Midlands","Midlands","Silver",1500.0,5.0,0.0,0.0
"Row21647","0051385284",7.0,72.0,"23","C","M","Midlands","Wales & West","Gold",10000.0,4.0,0.0,0.0
"Row21648","0051389921",8.0,60.0,"53","F","F","Midlands","East","Gold",5049.969999999999,11.0,0.0,0.0
"Row21649","0051391985",7.0,39.0,"27","D","M","South East","London","Tin",0.009999999999999998,4.0,1.0,1.0
"Row21650","0051393015",4.0,60.0,"27","D","F","South East","London","Silver",0.019999999999999997,4.0,0.0,0.0
"Row21651","0051398130",4.0,66.0,"14","B","F","Midlands","Midlands","Gold",6107.639999999999,7.0,0.0,0.0
"Row21652","0051398653",4.0,60.0,"23","C","F","South West","S West","Silver",58.449999999999996,30.0,0.0,0.0
"Row21653","0051399668",8.0,35.0,"05","B","F","South East","S & S East","Silver",5000.0,8.0,0.0,0.0
"Row21654","0051400194",14.0,56.0,"10","B","F","North","N East","Tin",0.009999999999999998,8.0,1.0,1.0
"Row21655","0051401735",9.0,74.0,"05","B","M","South East","S & S East","Platinum",42018.5,15.0,0.0,0.0
"Row21656","0051402235",8.0,,"44","E","F","Midlands","Wales & West","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21657","0051406389",4.0,35.0,"25","C","M","Midlands","Wales & West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21658","0051409957",9.0,,"51","F","M","South West","S West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21659","0051412524",11.0,47.0,"14","B","U","Midlands","Midlands","Silver",3000.01,8.0,0.0,0.0
"Row21660","0051417690",16.0,66.0,"06","B","F","Midlands","East","Gold",6000.0,1.0,1.0,1.0
"Row21661","0051418794",12.0,43.0,"38","E","F","North","N West","Silver",1000.0,5.0,1.0,1.0
"Row21662","0051419820",9.0,72.0,,,"F","North","N West","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21663","0051420870",4.0,,"49","F","F","Midlands","Wales & West","Gold",12000.0,8.0,0.0,0.0
"Row21664","0051422945",3.0,59.0,"36","E",,"Midlands","Wales & West","Gold",12000.0,8.0,0.0,0.0
"Row21665","0051425561",7.0,38.0,"50","F","F","Midlands","Wales & West","Tin",0.009999999999999998,7.0,1.0,1.0
"Row21666","0051426070",12.0,70.0,"52","F",,"Midlands","Midlands","Silver",1000.0,5.0,0.0,0.0
"Row21667","0051427114",11.0,59.0,"43","E","F","Midlands","Wales & West","Tin",0.009999999999999998,6.0,1.0,2.0
"Row21668","0051433254",3.0,70.0,"10","B",,"Midlands","Midlands","Gold",8053.349999999999,11.0,0.0,0.0
"Row21669","0051436849",6.0,71.0,"51","F","F","Midlands","Midlands","Silver",2000.0,15.0,0.0,0.0
"Row21670","0051439457",5.0,45.0,"14","B","F","South East","S & S East","Platinum",28685.039999999997,7.0,0.0,0.0
"Row21671","0051442059",6.0,69.0,"52","F","F","South East","London","Gold",12215.279999999999,7.0,0.0,0.0
"Row21672","0051442563",5.0,64.0,"45","E","U","South East","S & S East","Gold",15000.0,4.0,0.0,0.0
"Row21673","0051446623",6.0,64.0,"15","B","M","Scottish","Border","Gold",6000.0,5.0,0.0,0.0
"Row21674","0051450183",10.0,74.0,"52","F","F","South East","S & S East","Gold",8750.0,4.0,1.0,1.0
"Row21675","0051450744",3.0,44.0,"51","F","F","South East","London","Silver",1221.07,3.0,1.0,1.0
"Row21676","0051452801",5.0,53.0,"33","D","F","Midlands","Wales & West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21677","0051454812",19.0,35.0,"51","F","F","North","Yorkshire","Silver",2500.0,5.0,1.0,3.0
"Row21678","0051459040",10.0,67.0,"33","D",,"Midlands","Midlands","Silver",1000.01,9.0,0.0,0.0
"Row21679","0051460081",8.0,53.0,"17","C","F","North","Yorkshire","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21680","0051461185",13.0,,"42","E","F","South East","S & S East","Silver",1000.0,6.0,0.0,0.0
"Row21681","0051462750",23.0,58.0,"09","B","F","South East","London","Silver",3000.0,8.0,1.0,2.0
"Row21682","0051464346",7.0,,"20","C","F","South East","London","Silver",1000.0,7.0,1.0,1.0
"Row21683","0051467493",7.0,77.0,"38","E","M","Midlands","Midlands","Silver",3250.0,9.0,0.0,0.0
"Row21684","0051470605",7.0,69.0,"41","E","M","South East","S & S East","Silver",5000.0,2.0,0.0,0.0
"Row21685","0051473167",7.0,68.0,"24","C","F","Midlands","Midlands","Gold",12000.0,16.0,0.0,0.0
"Row21686","0051487206",10.0,43.0,,,"M","Midlands","Ulster","Silver",3000.0,8.0,0.0,0.0
"Row21687","0051492870",13.0,43.0,"25","C","M","Midlands","Midlands","Platinum",43600.0,9.0,1.0,2.0
"Row21688","0051496000",9.0,78.0,"23","C","F","South East","S & S East","Gold",6000.0,2.0,0.0,0.0
"Row21689","0051498569",12.0,61.0,"22","C","M","North","Yorkshire","Silver",480.0,8.0,0.0,0.0
"Row21690","0051499085",6.0,48.0,"51","F","M",,,"Silver",285.0,2.0,0.0,0.0
"Row21691","0051499590",9.0,60.0,"51","F","F","South East","S & S East","Silver",3000.0,9.0,0.0,0.0
"Row21692","0052020069",4.0,72.0,"01","A","U","South East","London","Gold",6000.0,2.0,0.0,0.0
"Row21693","0052021022",6.0,29.0,"06","B",,"North","N West","Silver",3000.0,2.0,1.0,1.0
"Row21694","0052021596",9.0,38.0,"31","D","F","South East","London","Silver",3000.0,5.0,0.0,0.0
"Row21695","0052021669",15.0,39.0,"34","D","M","South East","S & S East","Tin",0.009999999999999998,8.0,1.0,1.0
"Row21696","0052022240",10.0,68.0,"28","D","M","South East","London","Gold",12000.0,2.0,1.0,1.0
"Row21697","0052022886",19.0,41.0,"28","D","F","South East","London","Tin",0.009999999999999998,4.0,1.0,2.0
"Row21698","0052023688",16.0,32.0,"48","F",,"South East","London","Tin",0.009999999999999998,8.0,1.0,1.0
"Row21699","0052023734",10.0,45.0,"27","D","M","South East","London","Silver",3000.0,4.0,0.0,0.0
"Row21700","0052024765",9.0,52.0,"50","F","F","Midlands","Midlands","Tin",0.009999999999999998,9.0,0.0,0.0
"Row21701","0052025311",6.0,42.0,"31","D","M","South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21702","0052026474",6.0,43.0,"35","D","F","Scottish","N Scot","Tin",0.009999999999999998,6.0,0.0,0.0
"Row21703","0052028108",8.0,47.0,"09","B",,"Midlands","Midlands","Silver",1960.0,5.0,0.0,0.0
"Row21704","0052028663",6.0,35.0,"18","C","F","North","N West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21705","0052030056",6.0,52.0,"37","E","M","Midlands","Midlands","Tin",0.009999999999999998,10.0,0.0,0.0
"Row21706","0052030390",10.0,61.0,"25","C","F","South East","S & S East","Gold",19250.0,2.0,1.0,1.0
"Row21707","0052030552",10.0,37.0,"38","E","F","Midlands","East","Tin",0.009999999999999998,8.0,1.0,1.0
"Row21708","0052030714",8.0,46.0,"53","F",,"North","N West","Silver",2500.0,6.0,0.0,0.0
"Row21709","0052031419",16.0,42.0,"12","B","F","Midlands","East","Gold",6000.0,1.0,0.0,0.0
"Row21710","0052032091",5.0,67.0,"24","C","F","Midlands","Midlands","Gold",13316.43,19.0,0.0,0.0
"Row21711","0052032385",9.0,53.0,"08","B",,"South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21712","0052033012",12.0,40.0,"15","B","F",,,"Tin",0.009999999999999998,8.0,1.0,1.0
"Row21713","0052033357",7.0,70.0,"33","D","F","North","N West","Gold",12000.0,16.0,0.0,0.0
"Row21714","0052033373",8.0,56.0,"53","F","F","Midlands","Wales & West","Silver",2500.0,6.0,0.0,0.0
"Row21715","0052033608",9.0,,"28","D","F","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21716","0052034035",10.0,39.0,"45","E","F","Midlands","Wales & West","Tin",0.009999999999999998,10.0,1.0,2.0
"Row21717","0052034876",4.0,67.0,"30","D","F","South East","S & S East","Silver",4000.0,5.0,0.0,0.0
"Row21718","0052035171",12.0,44.0,"14","B","U","South East","London","Tin",0.009999999999999998,4.0,0.0,0.0
"Row21719","0052035643",8.0,55.0,"35","D",,"South East","London","Silver",1000.0,5.0,0.0,0.0
"Row21720","0052035821",11.0,51.0,,,"F","South East","London","Silver",4884.25,8.0,0.0,0.0
"Row21721","0052036372",4.0,,"18","C","F","South East","London","Gold",6000.0,1.0,0.0,0.0
"Row21722","0052039533",9.0,78.0,"06","B","M",,,"Gold",6000.0,1.0,0.0,0.0
"Row21723","0052041724",10.0,48.0,"35","D","F","Midlands","Midlands","Silver",300.0,9.0,0.0,0.0
"Row21724","0052043590",8.0,51.0,"04","A","F","North","N West","Silver",1200.0,1.0,0.0,0.0
"Row21725","0052044170",10.0,67.0,"35","D","F","Scottish","Border","Silver",3026.6699999999996,6.0,0.0,0.0
"Row21726","0052044464",12.0,66.0,"24","C","F","Midlands","Wales & West","Silver",3000.0,5.0,0.0,0.0
"Row21727","0052045991",11.0,47.0,"05","B","M","South East","London","Gold",6053.339999999999,11.0,0.0,0.0
"Row21728","0052047200",6.0,51.0,"15","B","F","Scottish","C Scotland","Gold",12000.0,1.0,0.0,0.0
"Row21729","0052049377",8.0,72.0,"27","D","F","North","N West","Silver",3000.0,6.0,0.0,0.0
"Row21730","0052051371",10.0,68.0,"04","A","U","North","N West","Gold",6053.349999999999,15.0,0.0,0.0
"Row21731","0052054265",6.0,67.0,"19","C","F","South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21732","0052055938",9.0,70.0,"24","C","F","South West","S West","Gold",5880.0,5.0,0.0,0.0
"Row21733","0052057566",9.0,61.0,"04","A","F","Scottish","C Scotland","Silver",3000.01,11.0,0.0,0.0
"Row21734","0052063736",9.0,45.0,"10","B","F","Midlands","Midlands","Silver",4480.0,9.0,0.0,0.0
"Row21735","0052067359",12.0,75.0,"27","D","M","Scottish","N Scot","Gold",11553.34,13.0,0.0,0.0
"Row21736","0052067863",4.0,72.0,"14","B","F","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21737","0052068428",10.0,63.0,"41","E","M","Midlands","Wales & West","Gold",10000.0,1.0,0.0,0.0
"Row21738","0052069092",7.0,35.0,,,"M","South East","S & S East","Silver",3000.0,5.0,0.0,0.0
"Row21739","0052070562",10.0,73.0,"19","C",,"Midlands","Wales & West","Platinum",20496.41,3.0,0.0,0.0
"Row21740","0052072107",4.0,55.0,"18","C","F","South East","S & S East","Silver",1940.0,6.0,0.0,0.0
"Row21741","0052072395",10.0,35.0,"01","A",,"South East","London","Gold",13500.0,9.0,1.0,1.0
"Row21742","0052077010",7.0,49.0,"38","E","M","South East","S & S East","Silver",50.0,10.0,0.0,0.0
"Row21743","0052081114",8.0,54.0,"52","F","U","Midlands","Midlands","Silver",5000.0,5.0,0.0,0.0
"Row21744","0052082234",7.0,69.0,"04","A","M","South East","London","Silver",4000.0,6.0,0.0,0.0
"Row21745","0052083532",9.0,56.0,"53","F","F","Midlands","East","Gold",6107.639999999999,13.0,0.0,0.0
"Row21746","0052087350",4.0,73.0,"10","B","F","Midlands","Wales & West","Gold",6000.0,27.0,0.0,0.0
"Row21747","0052091667",14.0,31.0,"29","D","F","South East","S & S East","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21748","0052094186",7.0,54.0,"27","D","F","North","N East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21749","0052096200",12.0,69.0,"44","E","F","Midlands","Wales & West","Platinum",62000.0,4.0,0.0,0.0
"Row21750","0052097720",10.0,,"21","C","F","South East","London","Silver",420.0,11.0,0.0,0.0
"Row21751","0052098572",7.0,62.0,"23","C","F","South East","S & S East","Tin",0.009999999999999998,9.0,1.0,1.0
"Row21752","0052099196",6.0,49.0,"53","F","M","North","N West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21753","0052100496",9.0,50.0,"18","C","M","Midlands","Midlands","Silver",50.0,9.0,0.0,0.0
"Row21754","0052101905",9.0,49.0,"34","D","U","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21755","0052102243",5.0,45.0,,,"F","Midlands","Ulster","Tin",0.009999999999999998,10.0,0.0,0.0
"Row21756","0052103584",3.0,,"51","F","F","South East","S & S East","Tin",0.009999999999999998,11.0,0.0,0.0
"Row21757","0052107105",8.0,30.0,"08","B","F","South East","London","Silver",600.0,5.0,0.0,0.0
"Row21758","0052107679",7.0,75.0,"35","D",,"South East","London","Silver",1000.0,4.0,0.0,0.0
"Row21759","0052111854",8.0,60.0,"37","E","F","Midlands","Midlands","Tin",0.009999999999999998,6.0,0.0,0.0
"Row21760","0052112176",,72.0,"06","B","F","South East","S & S East","Silver",3052.66,27.0,0.0,0.0
"Row21761","0052115027",10.0,45.0,"25","C","F","South East","London","Silver",2000.0,1.0,0.0,0.0
"Row21762","0052118689",17.0,58.0,"38","E","F","Midlands","Wales & West","Silver",3026.4399999999996,21.0,1.0,2.0
"Row21763","0052118697",9.0,67.0,"32","D","F","Scottish","C Scotland","Silver",2000.0,5.0,0.0,0.0
"Row21764","0052120128",8.0,64.0,"04","A","M","North","Yorkshire","Platinum",25000.0,4.0,0.0,0.0
"Row21765","0052121027",4.0,51.0,"27","D","F","Midlands","Wales & West","Silver",420.0,4.0,0.0,0.0
"Row21766","0052125138",,,"52","F","F","North","N West","Silver",1060.0,2.0,1.0,1.0
"Row21767","0052125405",7.0,54.0,"04","A","F","North","N West","Gold",5924.639999999999,14.0,1.0,1.0
"Row21768","0052126053",9.0,43.0,"08","B","F","South West","S West","Tin",0.009999999999999998,4.0,0.0,0.0
"Row21769","0052127190",6.0,55.0,"11","B",,"Midlands","East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21770","0052127815",4.0,47.0,"50","F",,"Midlands","East","Tin",0.009999999999999998,7.0,0.0,0.0
"Row21771","0052128730",10.0,78.0,"51","F","F","Midlands","East","Silver",4000.0,2.0,1.0,1.0
"Row21772","0052129710",3.0,56.0,"02","A","F","Scottish","N Scot","Gold",6000.0,2.0,0.0,0.0
"Row21773","0052130085",7.0,34.0,"34","D","F","Midlands","Midlands","Silver",0.019999999999999997,5.0,1.0,1.0
"Row21774","0052130913",8.0,28.0,"21","C","F","South East","London","Silver",3900.0,2.0,0.0,0.0
"Row21775","0052134293",14.0,75.0,"23","C","F","Midlands","Wales & West","Gold",6000.0,5.0,1.0,1.0
"Row21776","0052136474",8.0,29.0,"52","F","M","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21777","0052137730",8.0,74.0,"02","A",,"South East","London","Tin",0.009999999999999998,9.0,0.0,0.0
"Row21778","0052140803",9.0,58.0,"04","A","F","South East","London","Silver",1000.0,5.0,0.0,0.0
"Row21779","0052145473",11.0,42.0,"34","D","F","North","N West","Silver",1500.0,2.0,0.0,0.0
"Row21780","0052146941",8.0,53.0,"40","E","F","South East","London","Silver",3420.01,9.0,0.0,0.0
"Row21781","0052149606",7.0,54.0,"32","D","F","Midlands","Midlands","Gold",8000.0,2.0,1.0,1.0
"Row21782","0052150868",4.0,62.0,"24","C","F","Midlands","Midlands","Silver",3000.0,2.0,0.0,0.0
"Row21783","0052151422",6.0,52.0,"25","C",,"South East","London","Gold",9200.01,9.0,0.0,0.0
"Row21784","0052152070",5.0,67.0,"01","A","U","South East","London","Platinum",94288.31,7.0,0.0,0.0
"Row21785","0052153328",7.0,,"27","D","M","Midlands","Wales & West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21786","0052153883",11.0,,"09","B","M","South East","London","Gold",15000.0,11.0,0.0,0.0
"Row21787","0052160650",9.0,37.0,"12","B","F","North","Yorkshire","Silver",420.01,5.0,1.0,1.0
"Row21788","0052163048",6.0,60.0,"13","B","F",,,"Gold",16000.0,2.0,0.0,0.0
"Row21789","0052164109",,55.0,"52","F","F","South East","London","Gold",5600.0,8.0,0.0,0.0
"Row21790","0052167205",10.0,64.0,"32","D","F","Midlands","Midlands","Silver",420.0,10.0,0.0,0.0
"Row21791","0052168740",11.0,,"24","C","U","Scottish","C Scotland","Silver",1535.0,2.0,0.0,0.0
"Row21792","0052169909",11.0,75.0,,,"F","Scottish","C Scotland","Silver",3420.0,16.0,1.0,1.0
"Row21793","0052173604",14.0,44.0,"07","B",,"South East","London","Gold",12000.0,8.0,0.0,0.0
"Row21794","0052179173",5.0,63.0,"13","B","F","South East","S & S East","Gold",7000.0,5.0,0.0,0.0
"Row21795","0052179882",7.0,45.0,"12","B","M","South East","London","Tin",0.009999999999999998,9.0,0.0,0.0
"Row21796","0052181887",6.0,36.0,"06","B","M","South West","S West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21797","0052183146",8.0,57.0,"25","C","U","South East","London","Silver",3000.0,8.0,0.0,0.0
"Row21798","0052184355",14.0,57.0,"40","E","F","Scottish","C Scotland","Silver",1000.0,4.0,1.0,2.0
"Row21799","0052184827",10.0,57.0,"14","B","U","South East","London","Gold",12000.0,2.0,0.0,0.0
"Row21800","0052188253",7.0,60.0,"38","E","F","Scottish","C Scotland","Tin",0.009999999999999998,5.0,0.0,0.0
"Row21801","0052190266",4.0,76.0,"14","B","F","North","N West","Silver",1053.34,11.0,0.0,0.0
"Row21802","0052191173",8.0,27.0,"52","F","F","Midlands","Wales & West","Tin",0.009999999999999998,5.0,1.0,1.0
"Row21803","0052192501",4.0,64.0,"32","D",,"South East","London","Silver",2400.0,8.0,0.0,0.0
"Row21804","0052198720",12.0,38.0,"12","B",,"Midlands","Wales & West","Gold",6000.0,2.0,0.0,0.0
"Row21805","0052199484",10.0,29.0,"21","C","F","South East","London","Silver",2000.0,1.0,1.0,1.0
"Row21806","0052200202",10.0,72.0,"13","B",,"South East","S & S East","Gold",6000.0,2.0,0.0,0.0
"Row21807","0052200580",4.0,51.0,"37","E","F","Midlands","East","Gold",6053.349999999999,,0.0,0.0
"Row21808","0052201128",5.0,65.0,"30","D","F","Midlands","Midlands","Silver",1000.0,6.0,0.0,0.0
"Row21809","0052204356",9.0,51.0,"16","C","F","Midlands","Wales & West","Tin",0.009999999999999998,4.0,1.0,2.0
"Row21810","0052204615",9.0,43.0,"10","B",,"South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row21811","0052204763",11.0,44.0,"51","F","F","Midlands","Wales & West","Tin",0.009999999999999998,8.0,1.0,1.0
"Row21812","0052205581",17.0,39.0,"27","D","F","Midlands","East","Tin",0.009999999999999998,5.0,1.0,3.0
"Row21813","0052208262",7.0,78.0,"13","B",,"Midlands","Midlands","Gold",15000.0,6.0,0.0,0.0
