"iid","gender","age","imprace","imprelig","exphappy","expnum","dec","attr","sinc","intel","fun","amb","shar","satis_2","length"
401,1,31,1,1,9,,0,2.0,5.0,6.0,5.0,5.0,,2,3
401,1,31,1,1,9,,0,2.0,5.0,6.0,3.0,7.0,,2,3
401,1,31,1,1,9,,0,3.0,5.0,5.0,5.0,5.0,,2,3
401,1,31,1,1,9,,0,6.0,5.0,6.0,8.0,5.0,,2,3
401,1,31,1,1,9,,0,4.0,5.0,5.0,6.0,5.0,,2,3
401,1,31,1,1,9,,0,1.0,8.0,8.0,5.0,5.0,,2,3
401,1,31,1,1,9,,0,4.0,5.0,7.0,7.0,7.0,,2,3
401,1,31,1,1,9,,0,4.0,5.0,6.0,6.0,5.0,,2,3
401,1,31,1,1,9,,1,7.0,5.0,7.0,7.0,7.0,3.0,2,3
401,1,31,1,1,9,,0,1.0,6.0,6.0,3.0,6.0,,2,3
401,1,31,1,1,9,,0,3.0,6.0,6.0,4.0,5.0,,2,3
401,1,31,1,1,9,,0,3.0,7.0,5.0,7.0,5.0,,2,3
401,1,31,1,1,9,,0,1.0,3.0,8.0,5.0,5.0,,2,3
401,1,31,1,1,9,,0,2.0,4.0,6.0,4.0,4.0,,2,3
401,1,31,1,1,9,,0,1.0,5.0,5.0,4.0,5.0,,2,3
401,1,31,1,1,9,,0,1.0,6.0,8.0,4.0,4.0,5.0,2,3
402,1,29,1,1,6,,1,6.0,8.0,6.0,7.0,7.0,7.0,7,1
402,1,29,1,1,6,,0,6.0,7.0,7.0,6.0,7.0,4.0,7,1
402,1,29,1,1,6,,1,6.0,7.0,6.0,7.0,7.0,8.0,7,1
402,1,29,1,1,6,,1,6.0,7.0,5.0,4.0,6.0,6.0,7,1
402,1,29,1,1,6,,1,7.0,9.0,5.0,7.0,5.0,6.0,7,1
402,1,29,1,1,6,,1,7.0,7.0,6.0,6.0,6.0,8.0,7,1
402,1,29,1,1,6,,0,6.0,8.0,5.0,6.0,5.0,3.0,7,1
402,1,29,1,1,6,,0,6.0,7.0,7.0,4.0,6.0,3.0,7,1
402,1,29,1,1,6,,1,9.0,7.0,8.0,6.0,7.0,5.0,7,1
402,1,29,1,1,6,,1,7.0,7.0,5.0,7.0,5.0,7.0,7,1
402,1,29,1,1,6,,1,8.0,7.0,6.0,8.0,6.0,7.0,7,1
402,1,29,1,1,6,,0,5.0,6.0,5.0,2.0,8.0,4.0,7,1
402,1,29,1,1,6,,1,8.0,7.0,5.0,6.0,4.0,8.0,7,1
402,1,29,1,1,6,,0,6.0,8.0,6.0,5.0,6.0,5.0,7,1
402,1,29,1,1,6,,0,6.0,8.0,6.0,6.0,6.0,6.0,7,1
402,1,29,1,1,6,,1,6.0,7.0,6.0,7.0,6.0,7.0,7,1
402,1,29,1,1,6,,0,6.0,7.0,5.0,6.0,5.0,4.0,7,1
402,1,29,1,1,6,,1,6.0,7.0,6.0,6.0,6.0,7.0,7,1
403,1,22,6,6,6,,1,6.0,7.0,8.0,,8.0,,6,1
403,1,22,6,6,6,,0,4.0,6.0,6.0,4.0,,4.0,6,1
403,1,22,6,6,6,,1,5.0,6.0,5.0,6.0,,,6,1
403,1,22,6,6,6,,0,4.0,4.0,5.0,2.0,2.0,7.0,6,1
403,1,22,6,6,6,,1,5.0,7.0,6.0,6.0,,,6,1
403,1,22,6,6,6,,1,7.0,6.0,6.0,7.0,5.0,4.0,6,1
403,1,22,6,6,6,,1,5.0,6.0,6.0,5.0,,,6,1
403,1,22,6,6,6,,1,6.0,6.0,7.0,7.0,,,6,1
403,1,22,6,6,6,,1,9.0,,6.0,,,,6,1
403,1,22,6,6,6,,0,7.0,4.0,5.0,,,,6,1
403,1,22,6,6,6,,1,8.0,7.0,5.0,7.0,5.0,2.0,6,1
403,1,22,6,6,6,,0,3.0,3.0,4.0,2.0,,,6,1
403,1,22,6,6,6,,0,5.0,6.0,6.0,,,,6,1
403,1,22,6,6,6,,0,5.0,7.0,7.0,4.0,4.0,2.0,6,1
403,1,22,6,6,6,,1,5.0,7.0,7.0,4.0,7.0,,6,1
403,1,22,6,6,6,,0,4.0,7.0,6.0,4.0,4.0,,6,1
403,1,22,6,6,6,,1,6.0,7.0,6.0,,7.0,,6,1
403,1,22,6,6,6,,1,5.0,6.0,6.0,7.0,5.0,3.0,6,1
404,1,23,1,4,7,,1,6.0,5.0,7.0,5.0,5.0,,5,1
404,1,23,1,4,7,,0,5.0,5.0,6.0,5.0,6.0,5.0,5,1
404,1,23,1,4,7,,1,7.0,6.0,5.0,4.0,5.0,,5,1
404,1,23,1,4,7,,1,7.0,7.0,7.0,5.0,5.0,5.0,5,1
404,1,23,1,4,7,,1,8.0,7.0,6.0,5.0,6.0,,5,1
404,1,23,1,4,7,,1,9.0,7.0,7.0,8.0,7.0,,5,1
404,1,23,1,4,7,,1,7.0,6.0,7.0,7.0,,,5,1
404,1,23,1,4,7,,0,5.0,7.0,8.0,5.0,5.0,,5,1
404,1,23,1,4,7,,1,8.0,8.0,8.0,8.0,8.0,,5,1
404,1,23,1,4,7,,1,9.0,7.0,8.0,8.0,7.0,,5,1
404,1,23,1,4,7,,1,8.0,6.0,8.0,8.0,8.0,7.0,5,1
404,1,23,1,4,7,,1,2.0,9.0,7.0,6.0,6.0,1.0,5,1
404,1,23,1,4,7,,1,8.0,7.0,7.0,7.0,7.0,,5,1
404,1,23,1,4,7,,1,7.0,7.0,7.0,8.0,,,5,1
404,1,23,1,4,7,,0,3.0,7.0,7.0,6.0,6.0,,5,1
404,1,23,1,4,7,,1,6.0,7.0,7.0,6.0,5.0,,5,1
404,1,23,1,4,7,,0,6.0,6.0,8.0,5.0,6.0,,5,1
404,1,23,1,4,7,,0,5.0,7.0,7.0,4.0,5.0,,5,1
405,1,30,1,1,6,,0,6.0,10.0,10.0,7.0,10.0,2.0,6,1
405,1,30,1,1,6,,0,5.0,10.0,10.0,10.0,10.0,10.0,6,1
405,1,30,1,1,6,,0,7.0,10.0,10.0,10.0,9.0,9.0,6,1
405,1,30,1,1,6,,0,,,,,,,6,1
405,1,30,1,1,6,,0,7.0,10.0,9.0,9.0,,2.0,6,1
405,1,30,1,1,6,,0,6.0,10.0,10.0,10.0,10.0,9.0,6,1
405,1,30,1,1,6,,0,8.0,9.0,9.0,9.0,9.0,8.0,6,1
405,1,30,1,1,6,,0,5.0,9.0,9.0,9.0,9.0,9.0,6,1
405,1,30,1,1,6,,1,9.0,9.0,9.0,9.0,9.0,6.0,6,1
405,1,30,1,1,6,,0,8.0,9.0,9.0,9.0,9.0,2.0,6,1
405,1,30,1,1,6,,1,8.0,9.0,10.0,10.0,10.0,5.0,6,1
405,1,30,1,1,6,,0,3.0,8.0,10.0,5.0,9.0,0.0,6,1
405,1,30,1,1,6,,1,7.0,7.0,10.0,10.0,7.0,3.0,6,1
405,1,30,1,1,6,,1,7.0,10.0,10.0,10.0,10.0,10.0,6,1
405,1,30,1,1,6,,0,5.0,10.0,10.0,10.0,10.0,10.0,6,1
405,1,30,1,1,6,,0,6.0,10.0,10.0,10.0,9.0,9.0,6,1
405,1,30,1,1,6,,0,5.0,10.0,10.0,9.0,9.0,,6,1
405,1,30,1,1,6,,0,,,,,,,6,1
406,1,27,1,1,6,,1,5.0,6.0,6.0,6.0,8.0,8.0,7,3
406,1,27,1,1,6,,1,7.0,7.0,7.0,7.0,5.0,5.0,7,3
406,1,27,1,1,6,,0,7.0,6.0,6.0,6.0,5.0,7.0,7,3
406,1,27,1,1,6,,1,7.0,8.0,7.0,8.0,6.0,7.0,7,3
406,1,27,1,1,6,,1,6.0,7.0,8.0,8.0,8.0,8.0,7,3
406,1,27,1,1,6,,1,7.0,7.0,8.0,8.0,6.0,7.5,7,3
406,1,27,1,1,6,,1,8.0,8.0,6.0,8.0,8.0,8.0,7,3
406,1,27,1,1,6,,1,7.0,9.0,6.0,10.0,7.0,8.0,7,3
406,1,27,1,1,6,,1,8.0,8.0,8.0,8.0,8.0,8.0,7,3
406,1,27,1,1,6,,1,7.0,7.0,7.0,8.0,7.0,7.0,7,3
406,1,27,1,1,6,,1,6.0,6.0,7.0,9.0,7.0,3.0,7,3
406,1,27,1,1,6,,0,2.0,4.0,4.0,5.0,4.0,4.0,7,3
406,1,27,1,1,6,,1,8.0,8.0,8.0,8.0,8.0,8.0,7,3
406,1,27,1,1,6,,1,7.0,8.0,7.0,8.0,7.0,8.0,7,3
406,1,27,1,1,6,,1,5.0,7.0,6.0,6.0,4.0,7.0,7,3
406,1,27,1,1,6,,0,4.0,2.0,3.0,3.0,1.0,0.0,7,3
406,1,27,1,1,6,,1,8.0,8.0,8.0,8.0,8.0,8.0,7,3
406,1,27,1,1,6,,0,5.0,6.0,5.0,5.0,5.0,3.0,7,3
407,1,24,1,1,5,,0,7.0,6.0,7.0,6.0,9.0,8.0,6,3
407,1,24,1,1,5,,0,6.0,7.0,7.0,6.0,7.0,10.0,6,3
407,1,24,1,1,5,,0,10.0,10.0,10.0,10.0,10.0,10.0,6,3
407,1,24,1,1,5,,0,10.0,10.0,10.0,10.0,10.0,10.0,6,3
407,1,24,1,1,5,,0,6.0,8.0,8.0,7.0,6.0,4.0,6,3
407,1,24,1,1,5,,1,7.0,7.0,8.0,9.0,6.0,7.0,6,3
407,1,24,1,1,5,,0,7.0,7.0,6.0,8.0,7.0,5.0,6,3
407,1,24,1,1,5,,0,7.0,9.0,9.0,7.0,9.0,4.0,6,3
407,1,24,1,1,5,,1,8.0,8.0,8.0,8.0,7.0,6.0,6,3
407,1,24,1,1,5,,1,8.0,7.0,6.0,8.0,7.0,6.0,6,3
407,1,24,1,1,5,,0,6.0,7.0,8.0,8.0,6.0,4.0,6,3
407,1,24,1,1,5,,0,6.0,8.0,10.0,7.0,9.0,3.0,6,3
407,1,24,1,1,5,,0,6.0,7.0,6.0,6.0,7.0,8.0,6,3
407,1,24,1,1,5,,1,7.0,6.0,7.0,6.0,8.0,9.0,6,3
407,1,24,1,1,5,,0,6.0,8.0,8.0,7.0,7.0,8.0,6,3
407,1,24,1,1,5,,0,6.0,8.0,8.0,7.0,7.0,9.0,6,3
407,1,24,1,1,5,,0,6.0,7.0,8.0,7.0,7.0,7.0,6,3
407,1,24,1,1,5,,0,6.0,6.0,7.0,3.0,7.0,8.0,6,3
408,1,24,1,1,6,,1,7.0,6.0,8.0,7.0,7.0,6.0,5,3
408,1,24,1,1,6,,0,8.0,9.0,9.0,9.0,8.0,7.0,5,3
408,1,24,1,1,6,,1,7.0,8.0,8.0,8.0,8.0,7.0,5,3
408,1,24,1,1,6,,1,8.0,7.0,7.0,8.0,6.0,6.0,5,3
408,1,24,1,1,6,,0,4.0,8.0,4.0,6.0,6.0,6.0,5,3
408,1,24,1,1,6,,1,6.0,8.0,8.0,8.0,8.0,7.0,5,3
408,1,24,1,1,6,,1,7.0,8.0,7.0,7.0,6.0,,5,3
408,1,24,1,1,6,,0,6.0,8.0,9.0,8.0,8.0,6.0,5,3
408,1,24,1,1,6,,1,9.0,8.0,8.0,10.0,9.0,,5,3
408,1,24,1,1,6,,0,5.0,5.0,5.0,5.0,5.0,,5,3
408,1,24,1,1,6,,1,7.0,7.0,8.0,8.0,7.0,8.0,5,3
408,1,24,1,1,6,,0,3.0,2.0,2.5,3.0,3.0,0.0,5,3
408,1,24,1,1,6,,0,6.0,7.0,8.0,8.0,7.0,7.0,5,3
408,1,24,1,1,6,,0,4.0,6.0,6.0,8.0,7.0,7.0,5,3
408,1,24,1,1,6,,0,6.0,7.0,8.0,7.0,9.0,8.0,5,3
408,1,24,1,1,6,,0,5.0,5.0,9.0,8.0,7.0,5.0,5,3
408,1,24,1,1,6,,0,4.0,3.0,2.0,2.0,2.0,2.0,5,3
408,1,24,1,1,6,,1,5.0,8.0,9.0,8.0,8.0,7.0,5,3
409,1,23,5,5,7,,0,6.0,6.0,8.0,5.0,9.0,4.0,3,1
409,1,23,5,5,7,,1,7.0,9.0,9.0,8.0,7.0,5.0,3,1
409,1,23,5,5,7,,1,7.0,7.0,7.0,7.0,7.0,8.0,3,1
409,1,23,5,5,7,,0,3.0,6.0,7.0,4.0,7.0,2.0,3,1
409,1,23,5,5,7,,0,5.0,6.0,6.0,5.0,6.0,3.0,3,1
409,1,23,5,5,7,,1,7.0,9.0,8.0,8.0,7.0,6.0,3,1
409,1,23,5,5,7,,1,8.0,8.0,8.0,7.0,7.0,8.0,3,1
409,1,23,5,5,7,,0,5.0,7.0,7.0,6.0,5.0,4.0,3,1
409,1,23,5,5,7,,0,7.0,6.0,7.0,6.0,6.0,5.0,3,1
409,1,23,5,5,7,,0,7.0,6.0,7.0,5.0,5.0,6.0,3,1
409,1,23,5,5,7,,1,6.0,8.0,9.0,8.0,8.0,6.0,3,1
409,1,23,5,5,7,,0,,,,,,,3,1
409,1,23,5,5,7,,0,7.0,8.0,8.0,7.0,6.0,7.0,3,1
409,1,23,5,5,7,,0,6.0,8.0,8.0,6.0,8.0,8.0,3,1
409,1,23,5,5,7,,0,4.0,8.0,8.0,6.0,7.0,3.0,3,1
409,1,23,5,5,7,,0,6.0,9.0,9.0,7.0,8.0,4.0,3,1
409,1,23,5,5,7,,0,7.0,6.0,7.0,6.0,5.0,5.0,3,1
409,1,23,5,5,7,,0,7.0,8.0,7.0,7.0,7.0,8.0,3,1
410,1,27,8,8,5,,1,7.0,7.0,10.0,9.0,10.0,5.0,,
410,1,27,8,8,5,,0,6.0,10.0,10.0,5.0,8.0,5.0,,
410,1,27,8,8,5,,0,4.0,3.0,5.0,8.0,8.0,2.0,,
410,1,27,8,8,5,,0,7.0,5.0,6.0,2.0,10.0,3.0,,
410,1,27,8,8,5,,0,6.0,10.0,4.0,5.0,6.0,4.0,,
410,1,27,8,8,5,,0,5.0,4.0,4.0,4.0,5.0,10.0,,
410,1,27,8,8,5,,1,9.0,10.0,5.0,7.0,3.0,5.0,,
410,1,27,8,8,5,,0,5.0,10.0,4.0,3.0,3.0,2.0,,
410,1,27,8,8,5,,0,7.0,5.0,5.0,8.0,2.0,4.0,,
410,1,27,8,8,5,,0,5.0,2.0,3.0,4.0,5.0,1.0,,
410,1,27,8,8,5,,1,7.0,5.0,8.0,4.0,10.0,5.0,,
410,1,27,8,8,5,,0,2.0,1.0,3.0,5.0,10.0,1.0,,
410,1,27,8,8,5,,1,7.0,8.0,8.0,4.0,5.0,8.0,,
410,1,27,8,8,5,,0,5.0,10.0,5.0,6.0,6.0,5.0,,
410,1,27,8,8,5,,0,5.0,9.0,8.0,2.0,5.0,2.0,,
410,1,27,8,8,5,,0,5.0,10.0,7.0,3.0,5.0,2.0,,
410,1,27,8,8,5,,0,4.0,6.0,8.0,3.0,6.0,2.0,,
410,1,27,8,8,5,,0,3.0,4.0,3.0,2.0,3.0,1.0,,
411,1,34,8,2,3,,0,7.0,10.0,9.0,8.0,8.0,7.0,8,1
411,1,34,8,2,3,,0,7.0,9.0,10.0,5.0,9.0,5.0,8,1
411,1,34,8,2,3,,0,6.0,7.0,6.0,2.0,5.0,5.0,8,1
411,1,34,8,2,3,,1,7.0,10.0,7.0,7.0,5.0,5.0,8,1
411,1,34,8,2,3,,1,7.0,7.0,6.0,6.0,6.0,5.0,8,1
411,1,34,8,2,3,,0,8.0,9.0,7.0,10.0,5.0,5.0,8,1
411,1,34,8,2,3,,0,8.0,10.0,7.0,6.0,5.0,5.0,8,1
411,1,34,8,2,3,,0,5.0,10.0,8.0,7.0,6.0,10.0,8,1
411,1,34,8,2,3,,1,10.0,10.0,8.0,10.0,6.0,5.0,8,1
411,1,34,8,2,3,,0,8.0,5.0,6.0,6.0,7.0,1.0,8,1
411,1,34,8,2,3,,1,10.0,10.0,9.0,8.0,7.0,5.0,8,1
411,1,34,8,2,3,,0,4.0,7.0,7.0,9.0,4.0,5.0,8,1
411,1,34,8,2,3,,0,6.0,7.0,8.0,6.0,6.0,5.0,8,1
411,1,34,8,2,3,,0,5.0,10.0,8.0,10.0,7.0,5.0,8,1
411,1,34,8,2,3,,0,5.0,10.0,7.0,7.0,4.0,5.0,8,1
411,1,34,8,2,3,,0,6.0,9.0,8.0,7.0,4.0,5.0,8,1
411,1,34,8,2,3,,0,8.0,10.0,10.0,8.0,9.0,5.0,8,1
411,1,34,8,2,3,,0,4.0,9.0,8.0,7.0,9.0,5.0,8,1
412,1,27,1,1,4,,0,7.0,8.0,9.0,8.0,7.0,8.0,7,3
412,1,27,1,1,4,,1,8.0,7.0,8.0,8.0,8.0,7.0,7,3
412,1,27,1,1,4,,1,7.0,8.0,8.0,7.0,6.0,6.0,7,3
412,1,27,1,1,4,,0,6.0,8.0,8.0,8.0,7.0,7.0,7,3
412,1,27,1,1,4,,1,8.0,9.0,9.0,8.0,8.0,8.0,7,3
412,1,27,1,1,4,,1,8.0,8.0,8.0,7.0,8.0,8.0,7,3
412,1,27,1,1,4,,0,7.0,8.0,8.0,7.0,7.0,6.0,7,3
412,1,27,1,1,4,,1,8.0,8.0,8.0,9.0,8.0,7.0,7,3
412,1,27,1,1,4,,1,9.0,8.0,7.0,9.0,9.0,8.0,7,3
412,1,27,1,1,4,,0,7.0,6.0,5.0,8.0,8.0,8.0,7,3
412,1,27,1,1,4,,1,8.0,8.0,9.0,9.0,8.0,7.0,7,3
412,1,27,1,1,4,,0,7.0,6.0,7.0,7.0,8.0,9.0,7,3
412,1,27,1,1,4,,1,8.0,8.0,8.0,9.0,10.0,10.0,7,3
412,1,27,1,1,4,,1,8.0,8.0,8.0,8.0,8.0,8.0,7,3
412,1,27,1,1,4,,0,5.0,8.0,9.0,8.0,8.0,6.0,7,3
412,1,27,1,1,4,,0,7.0,6.0,6.0,6.0,6.0,6.0,7,3
412,1,27,1,1,4,,0,7.0,8.0,8.0,9.0,8.0,5.0,7,3
412,1,27,1,1,4,,0,6.0,8.0,8.0,7.0,8.0,7.0,7,3
413,1,26,5,3,8,,0,7.0,7.0,7.0,6.0,8.0,7.0,8,3
413,1,26,5,3,8,,0,5.0,7.0,6.0,5.0,5.0,6.0,8,3
413,1,26,5,3,8,,0,6.0,6.0,6.0,6.0,6.0,6.0,8,3
413,1,26,5,3,8,,0,7.0,6.0,6.0,5.0,6.0,5.0,8,3
413,1,26,5,3,8,,0,7.0,7.0,6.0,6.0,6.0,7.0,8,3
413,1,26,5,3,8,,0,8.0,8.0,7.0,8.0,8.0,7.0,8,3
413,1,26,5,3,8,,0,8.0,8.0,7.0,7.0,6.0,6.0,8,3
413,1,26,5,3,8,,0,6.0,8.0,8.0,7.0,7.0,7.0,8,3
413,1,26,5,3,8,,0,9.0,8.0,7.0,7.0,6.0,7.0,8,3
413,1,26,5,3,8,,0,7.0,7.0,6.0,6.0,6.0,6.0,8,3
413,1,26,5,3,8,,1,9.0,8.0,6.0,7.0,6.0,7.0,8,3
413,1,26,5,3,8,,0,5.0,6.0,7.0,5.0,6.0,6.0,8,3
413,1,26,5,3,8,,0,7.0,6.0,7.0,7.0,6.0,6.0,8,3
413,1,26,5,3,8,,0,7.0,7.0,7.0,6.0,7.0,6.0,8,3
413,1,26,5,3,8,,0,6.0,8.0,6.0,6.0,6.0,5.0,8,3
413,1,26,5,3,8,,0,6.0,8.0,7.0,6.0,6.0,6.0,8,3
413,1,26,5,3,8,,0,6.0,7.0,6.0,6.0,6.0,6.0,8,3
413,1,26,5,3,8,,0,6.0,7.0,6.0,6.0,6.0,5.0,8,3
414,1,29,2,10,5,,1,10.0,10.0,9.0,4.0,9.0,7.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,9.0,9.0,5.0,,
414,1,29,2,10,5,,1,10.0,9.0,9.0,9.0,9.0,6.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,8.0,9.0,4.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,9.0,9.0,5.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,10.0,10.0,8.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,10.0,10.0,5.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,10.0,10.0,5.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,5.0,8.0,5.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,10.0,10.0,8.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,10.0,10.0,5.0,,
414,1,29,2,10,5,,1,6.0,6.0,5.0,4.0,3.0,0.0,,
414,1,29,2,10,5,,1,8.0,6.0,7.0,6.0,7.0,5.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,9.0,10.0,5.0,,
414,1,29,2,10,5,,1,10.0,10.0,10.0,7.0,7.0,6.0,,
414,1,29,2,10,5,,1,7.0,8.0,6.0,5.0,6.0,1.0,,
414,1,29,2,10,5,,1,7.0,8.0,8.0,7.0,8.0,6.0,,
414,1,29,2,10,5,,1,8.0,8.0,8.0,6.0,8.0,4.0,,
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
415,1,31,3,1,4,,1,5.0,5.0,5.0,5.0,5.0,5.0,5,3
416,0,25,3,3,3,,1,6.0,7.0,6.0,8.0,7.0,4.0,5,3
416,0,25,3,3,3,,1,7.0,5.0,7.0,8.0,7.0,5.0,5,3
416,0,25,3,3,3,,1,6.0,7.0,8.0,7.0,6.0,6.0,5,3
416,0,25,3,3,3,,0,3.0,5.0,7.0,4.0,8.0,2.0,5,3
416,0,25,3,3,3,,1,5.0,4.0,7.0,7.0,7.0,4.0,5,3
416,0,25,3,3,3,,0,5.0,6.0,6.0,5.0,6.0,4.0,5,3
416,0,25,3,3,3,,1,5.0,7.0,8.0,7.0,8.0,6.0,5,3
416,0,25,3,3,3,,1,7.0,7.0,6.0,8.0,7.0,5.0,5,3
417,0,29,1,1,5,,1,6.0,7.0,7.0,6.0,8.0,6.0,7,1
417,0,29,1,1,5,,0,6.0,8.0,7.0,4.0,8.0,5.0,7,1
417,0,29,1,1,5,,1,4.0,9.0,9.0,7.0,9.0,7.0,7,1
417,0,29,1,1,5,,0,3.0,6.0,8.0,3.0,8.0,3.0,7,1
417,0,29,1,1,5,,0,3.0,3.0,4.0,3.0,8.0,2.0,7,1
417,0,29,1,1,5,,0,4.0,9.0,7.0,4.0,8.0,4.0,7,1
417,0,29,1,1,5,,1,7.0,8.0,8.0,5.0,8.0,7.0,7,1
417,0,29,1,1,5,,0,8.0,7.0,7.0,5.0,8.0,3.0,7,1
418,0,25,7,3,5,,0,7.0,8.0,8.0,7.0,8.0,6.0,7,3
418,0,25,7,3,5,,0,6.0,8.0,7.0,6.0,5.0,6.0,7,3
418,0,25,7,3,5,,0,7.0,8.0,7.0,5.0,5.0,5.0,7,3
418,0,25,7,3,5,,0,5.0,7.0,7.0,5.0,6.0,6.0,7,3
418,0,25,7,3,5,,0,4.0,6.0,6.0,7.0,5.0,4.0,7,3
418,0,25,7,3,5,,0,4.0,7.0,6.0,4.0,5.0,4.0,7,3
418,0,25,7,3,5,,0,6.0,8.0,9.0,7.0,9.0,6.0,7,3
418,0,25,7,3,5,,0,8.0,7.0,7.0,7.0,8.0,6.0,7,3
419,0,28,0,1,5,,1,4.0,7.0,6.0,6.0,5.0,8.0,,
419,0,28,0,1,5,,0,6.0,6.0,6.0,5.0,8.0,3.0,,
419,0,28,0,1,5,,0,2.0,7.0,7.0,3.0,6.0,2.0,,
419,0,28,0,1,5,,0,3.5,5.0,7.5,2.0,8.0,5.0,,
419,0,28,0,1,5,,0,1.0,3.0,7.0,1.0,9.0,2.0,,
419,0,28,0,1,5,,1,8.0,8.0,8.0,5.0,5.0,5.0,,
419,0,28,0,1,5,,1,5.0,7.0,8.0,6.0,9.0,7.0,,
419,0,28,0,1,5,,1,4.0,7.0,6.0,3.0,9.0,3.0,,
420,0,22,1,1,5,,1,10.0,10.0,10.0,9.0,10.0,10.0,8,3
420,0,22,1,1,5,,0,5.0,9.0,8.0,6.0,6.0,2.0,8,3
420,0,22,1,1,5,,1,8.0,9.0,9.0,8.0,9.0,7.0,8,3
420,0,22,1,1,5,,0,4.0,8.0,7.0,6.0,8.0,5.0,8,3
420,0,22,1,1,5,,0,6.0,7.0,9.0,9.0,10.0,8.0,8,3
420,0,22,1,1,5,,0,7.0,7.0,7.0,6.0,6.0,7.0,8,3
420,0,22,1,1,5,,0,6.0,7.0,8.0,8.0,9.0,5.0,8,3
420,0,22,1,1,5,,0,7.0,6.0,7.0,5.0,7.0,3.0,8,3
421,0,25,5,5,7,,1,6.0,9.0,8.0,8.0,9.0,1.0,5,3
421,0,25,5,5,7,,1,7.0,8.0,9.0,6.0,9.0,,5,3
421,0,25,5,5,7,,0,4.0,8.0,7.0,6.0,6.0,,5,3
421,0,25,5,5,7,,0,2.0,7.0,8.0,5.0,9.0,,5,3
421,0,25,5,5,7,,0,2.0,2.0,7.0,2.0,8.0,1.0,5,3
421,0,25,5,5,7,,0,6.0,7.0,8.0,5.0,8.0,4.0,5,3
421,0,25,5,5,7,,1,7.0,8.0,9.0,8.0,9.0,9.0,5,3
421,0,25,5,5,7,,1,7.0,6.0,8.0,7.0,8.0,,5,3
422,1,26,6,7,8,,1,9.0,9.0,9.0,8.0,9.0,8.0,7,3
422,1,26,6,7,8,,1,8.0,9.0,8.0,8.0,8.0,9.0,7,3
422,1,26,6,7,8,,1,8.0,9.0,9.0,8.0,8.0,7.0,7,3
422,1,26,6,7,8,,1,8.0,9.0,9.0,7.0,9.0,7.0,7,3
422,1,26,6,7,8,,1,9.0,9.0,9.0,9.0,8.0,9.0,7,3
422,1,26,6,7,8,,0,9.0,8.0,8.0,7.0,,7.0,7,3
423,1,30,1,1,6,,1,6.0,8.0,7.0,7.0,6.0,7.0,6,1
423,1,30,1,1,6,,0,6.0,9.0,6.0,6.0,6.0,4.0,6,1
423,1,30,1,1,6,,0,7.0,8.0,8.0,7.0,7.0,7.0,6,1
423,1,30,1,1,6,,0,7.0,8.0,8.0,6.0,7.0,6.0,6,1
423,1,30,1,1,6,,1,7.0,8.0,7.0,7.0,7.0,7.0,6,1
423,1,30,1,1,6,,1,7.0,8.0,6.0,7.0,7.0,6.0,6,1
424,1,24,4,4,6,,1,9.0,8.0,7.0,8.0,9.0,8.0,,
424,1,24,4,4,6,,0,6.0,7.0,8.0,7.0,8.0,8.0,,
424,1,24,4,4,6,,1,7.0,7.0,8.0,8.0,8.0,7.0,,
424,1,24,4,4,6,,0,6.0,8.0,8.0,6.0,8.0,5.0,,
